player,team,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
Evan Fournier,Knicks,,,,,,,,,,,2023-12-20,121.0,102.0,,
Mikal Bridges,Nets,32.81666666666667,15.0,5.0,2.0,2.0,0.0,2.0,21.0,6.0,0.19,2023-12-20,102.0,121.0,0.3172588832487309,0.078003120124805
Cameron Johnson,Nets,27.8,20.0,4.0,2.0,0.0,0.0,0.0,14.0,1.0,0.571,2023-12-20,102.0,121.0,0.6925207756232687,0.0
Nic Claxton,Nets,25.7,6.0,8.0,2.0,0.0,4.0,0.0,5.0,0.0,0.6,2023-12-20,102.0,121.0,0.6,0.0
Cam Thomas,Nets,31.966666666666665,20.0,2.0,5.0,0.0,0.0,1.0,18.0,1.0,0.444,2023-12-20,102.0,121.0,0.5422993492407808,0.0514403292181069
Spencer Dinwiddie,Nets,30.55,10.0,2.0,2.0,1.0,0.0,2.0,11.0,2.0,0.273,2023-12-20,102.0,121.0,0.4208754208754208,0.1440922190201729
Day'Ron Sharpe,Nets,18.566666666666663,9.0,15.0,3.0,1.0,0.0,1.0,7.0,4.0,0.429,2023-12-20,102.0,121.0,0.5136986301369864,0.1024590163934426
Dorian Finney-Smith,Nets,24.25,10.0,3.0,0.0,0.0,0.0,1.0,8.0,2.0,0.375,2023-12-20,102.0,121.0,0.563063063063063,0.1012145748987854
Royce O'Neale,Nets,27.883333333333333,6.0,6.0,6.0,1.0,3.0,2.0,11.0,0.0,0.182,2023-12-20,102.0,121.0,0.2727272727272727,0.1538461538461538
Trendon Watford,Nets,10.916666666666666,4.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,0.667,2023-12-20,102.0,121.0,0.5813953488372093,0.2252252252252252
Jalen Wilson,Nets,5.9,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,2023-12-20,102.0,121.0,0.5,0.0
Harry Giles III,Nets,3.65,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2023-12-20,102.0,121.0,0.0,0.5
Dennis Smith Jr.,Nets,,,,,,,,,,,2023-12-20,102.0,121.0,,
Michael Porter Jr.,Nuggets,32.63333333333333,12.0,6.0,2.0,1.0,0.0,0.0,13.0,0.0,0.385,2023-12-20,113.0,104.0,0.4615384615384615,0.0
Aaron Gordon,Nuggets,30.183333333333334,12.0,5.0,2.0,0.0,0.0,1.0,9.0,0.0,0.667,2023-12-20,113.0,104.0,0.6666666666666666,0.1
Nikola Jokić,Nuggets,38.1,31.0,15.0,6.0,0.0,2.0,2.0,23.0,3.0,0.565,2023-12-20,113.0,104.0,0.6373355263157895,0.0759878419452887
Kentavious Caldwell-Pope,Nuggets,31.75,10.0,2.0,3.0,2.0,2.0,0.0,5.0,0.0,0.8,2023-12-20,113.0,104.0,1.0,0.0
Jamal Murray,Nuggets,32.06666666666667,20.0,5.0,6.0,1.0,2.0,2.0,22.0,0.0,0.409,2023-12-20,113.0,104.0,0.4545454545454545,0.0833333333333333
Christian Braun,Nuggets,16.883333333333333,3.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,0.25,2023-12-20,113.0,104.0,0.375,0.0
Reggie Jackson,Nuggets,16.716666666666665,7.0,2.0,4.0,0.0,0.0,1.0,7.0,2.0,0.429,2023-12-20,113.0,104.0,0.4441624365482233,0.1126126126126126
Peyton Watson,Nuggets,17.816666666666666,11.0,4.0,1.0,1.0,1.0,0.0,6.0,0.0,0.833,2023-12-20,113.0,104.0,0.9166666666666666,0.0
Julian Strawther,Nuggets,13.95,7.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,0.5,2023-12-20,113.0,104.0,0.5833333333333334,0.0
Zeke Nnaji,Nuggets,9.916666666666666,0.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2023-12-20,113.0,104.0,0.0,0.3401360544217687
Collin Gillespie,Nuggets,,,,,,,,,,,2023-12-20,113.0,104.0,,
Justin Holiday,Nuggets,,,,,,,,,,,2023-12-20,113.0,104.0,,
DeAndre Jordan,Nuggets,,,,,,,,,,,2023-12-20,113.0,104.0,,
Scottie Barnes,Raptors,33.06666666666667,30.0,10.0,5.0,0.0,1.0,2.0,22.0,4.0,0.591,2023-12-20,104.0,113.0,0.6313131313131313,0.077639751552795
Pascal Siakam,Raptors,35.56666666666667,18.0,5.0,1.0,0.0,0.0,1.0,16.0,5.0,0.438,2023-12-20,104.0,113.0,0.4945054945054945,0.0520833333333333
Jakob Poeltl,Raptors,19.35,4.0,5.0,3.0,0.0,2.0,1.0,5.0,0.0,0.4,2023-12-20,104.0,113.0,0.4,0.1666666666666666
OG Anunoby,Raptors,39.95,9.0,1.0,3.0,0.0,0.0,1.0,9.0,0.0,0.444,2023-12-20,104.0,113.0,0.5,0.1
Dennis Schröder,Raptors,30.83333333333333,7.0,2.0,7.0,1.0,0.0,2.0,8.0,0.0,0.375,2023-12-20,104.0,113.0,0.4375,0.2
Gary Trent Jr.,Raptors,28.616666666666667,12.0,3.0,4.0,0.0,0.0,1.0,9.0,3.0,0.444,2023-12-20,104.0,113.0,0.5813953488372093,0.0883392226148409
Precious Achiuwa,Raptors,24.566666666666663,13.0,5.0,1.0,1.0,1.0,1.0,10.0,1.0,0.6,2023-12-20,104.0,113.0,0.6226053639846744,0.0874125874125874
Malachi Flynn,Raptors,15.616666666666667,6.0,3.0,2.0,1.0,0.0,1.0,8.0,0.0,0.25,2023-12-20,104.0,113.0,0.375,0.1111111111111111
Chris Boucher,Raptors,12.433333333333334,5.0,7.0,0.0,0.0,1.0,1.0,3.0,0.0,0.667,2023-12-20,104.0,113.0,0.8333333333333334,0.25
Gradey Dick,Raptors,,,,,,,,,,,2023-12-20,104.0,113.0,,
Jalen McDaniels,Raptors,,,,,,,,,,,2023-12-20,104.0,113.0,,
Otto Porter Jr.,Raptors,,,,,,,,,,,2023-12-20,104.0,113.0,,
Garrett Temple,Raptors,,,,,,,,,,,2023-12-20,104.0,113.0,,
Thaddeus Young,Raptors,,,,,,,,,,,2023-12-20,104.0,113.0,,
Cam Reddish,Lakers,28.383333333333333,13.0,4.0,2.0,2.0,0.0,1.0,14.0,0.0,0.357,2023-12-20,108.0,124.0,0.4642857142857143,0.0666666666666666
LeBron James,Lakers,36.98333333333333,25.0,10.0,9.0,1.0,2.0,5.0,18.0,4.0,0.556,2023-12-20,108.0,124.0,0.6325910931174089,0.2019386106623586
Anthony Davis,Lakers,37.61666666666667,19.0,14.0,3.0,2.0,2.0,1.0,15.0,8.0,0.467,2023-12-20,108.0,124.0,0.5129589632829373,0.0512295081967213
Taurean Prince,Lakers,33.86666666666667,16.0,4.0,4.0,1.0,1.0,1.0,10.0,2.0,0.5,2023-12-20,108.0,124.0,0.7352941176470588,0.0841750841750841
D'Angelo Russell,Lakers,27.55,2.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.167,2023-12-20,108.0,124.0,0.1666666666666666,0.1428571428571428
Austin Reaves,Lakers,27.866666666666667,21.0,0.0,3.0,1.0,1.0,3.0,14.0,1.0,0.643,2023-12-20,108.0,124.0,0.7271468144044322,0.1720183486238532
Gabe Vincent,Lakers,13.95,3.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.25,2023-12-20,108.0,124.0,0.375,0.0
Rui Hachimura,Lakers,15.816666666666666,5.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.222,2023-12-20,108.0,124.0,0.2777777777777778,0.0
Jarred Vanderbilt,Lakers,12.766666666666667,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.333,2023-12-20,108.0,124.0,0.3333333333333333,0.0
Christian Wood,Lakers,1.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2023-12-20,108.0,124.0,,1.0
Jaxson Hayes,Lakers,1.3,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-12-20,108.0,124.0,1.0,0.0
Max Christie,Lakers,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-20,108.0,124.0,,
Maxwell Lewis,Lakers,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-20,108.0,124.0,,
DeMar DeRozan,Bulls,35.86666666666667,27.0,7.0,9.0,1.0,1.0,3.0,16.0,3.0,0.75,2023-12-20,124.0,108.0,0.7794457274826789,0.1476377952755905
Patrick Williams,Bulls,33.55,15.0,3.0,2.0,1.0,1.0,0.0,10.0,0.0,0.6,2023-12-20,124.0,108.0,0.75,0.0
Nikola Vučević,Bulls,30.933333333333334,13.0,10.0,2.0,1.0,1.0,1.0,13.0,2.0,0.308,2023-12-20,124.0,108.0,0.4682997118155619,0.0672043010752688
Alex Caruso,Bulls,27.78333333333333,15.0,6.0,2.0,0.0,1.0,4.0,7.0,2.0,0.714,2023-12-20,124.0,108.0,0.9517766497461928,0.3367003367003367
Coby White,Bulls,33.45,17.0,7.0,5.0,0.0,0.0,3.0,18.0,0.0,0.389,2023-12-20,124.0,108.0,0.4722222222222222,0.1428571428571428
Ayo Dosunmu,Bulls,22.0,14.0,2.0,1.0,2.0,2.0,1.0,8.0,0.0,0.625,2023-12-20,124.0,108.0,0.875,0.1111111111111111
Dalen Terry,Bulls,21.116666666666667,2.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,0.5,2023-12-20,124.0,108.0,0.5,0.3333333333333333
Andre Drummond,Bulls,16.166666666666668,11.0,7.0,1.0,1.0,0.0,2.0,5.0,4.0,0.8,2023-12-20,124.0,108.0,0.8136094674556213,0.228310502283105
Jevon Carter,Bulls,17.333333333333332,10.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.444,2023-12-20,124.0,108.0,0.5555555555555556,0.0
Terry Taylor,Bulls,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-20,124.0,108.0,,
Julian Phillips,Bulls,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-20,124.0,108.0,,
Torrey Craig,Bulls,,,,,,,,,,,2023-12-20,124.0,108.0,,
De'Andre Hunter,Hawks,28.266666666666666,11.0,1.0,3.0,0.0,0.0,0.0,10.0,0.0,0.5,2023-12-20,134.0,127.0,0.55,0.0
Saddiq Bey,Hawks,31.633333333333333,9.0,9.0,0.0,0.0,0.0,1.0,11.0,1.0,0.273,2023-12-20,134.0,127.0,0.3933566433566434,0.0803858520900321
Clint Capela,Hawks,21.3,15.0,9.0,2.0,2.0,1.0,0.0,6.0,7.0,0.667,2023-12-20,134.0,127.0,0.8259911894273128,0.0
Dejounte Murray,Hawks,35.3,21.0,3.0,5.0,0.0,1.0,3.0,15.0,5.0,0.467,2023-12-20,134.0,127.0,0.6104651162790697,0.1485148514851485
Trae Young,Hawks,36.46666666666667,30.0,4.0,14.0,1.0,0.0,4.0,18.0,7.0,0.556,2023-12-20,134.0,127.0,0.7115749525616699,0.1594896331738437
Onyeka Okongwu,Hawks,32.68333333333333,19.0,11.0,2.0,0.0,0.0,0.0,11.0,4.0,0.727,2023-12-20,134.0,127.0,0.7445141065830722,0.0
Bogdan Bogdanović,Hawks,29.6,22.0,4.0,5.0,1.0,1.0,0.0,14.0,2.0,0.571,2023-12-20,134.0,127.0,0.739247311827957,0.0
Wesley Matthews,Hawks,7.966666666666667,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2023-12-20,134.0,127.0,0.1736111111111111,0.0
Garrison Mathews,Hawks,16.783333333333335,6.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.5,2023-12-20,134.0,127.0,0.75,0.2
Bruno Fernando,Hawks,,,,,,,,,,,2023-12-20,134.0,127.0,,
Trent Forrest,Hawks,,,,,,,,,,,2023-12-20,134.0,127.0,,
Patty Mills,Hawks,,,,,,,,,,,2023-12-20,134.0,127.0,,
Dillon Brooks,Rockets,29.766666666666666,19.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,0.778,2023-12-20,127.0,134.0,1.0555555555555556,0.0
Jabari Smith Jr.,Rockets,41.6,34.0,13.0,1.0,0.0,4.0,0.0,14.0,14.0,0.571,2023-12-20,127.0,134.0,0.8432539682539683,0.0
Alperen Sengun,Rockets,26.7,14.0,9.0,5.0,0.0,1.0,0.0,12.0,0.0,0.583,2023-12-20,127.0,134.0,0.5833333333333334,0.0
Jalen Green,Rockets,32.43333333333333,16.0,4.0,2.0,1.0,1.0,1.0,19.0,0.0,0.368,2023-12-20,127.0,134.0,0.4210526315789473,0.05
Fred VanVleet,Rockets,44.05,32.0,4.0,15.0,1.0,0.0,2.0,20.0,9.0,0.5,2023-12-20,127.0,134.0,0.667779632721202,0.0770416024653312
Jae'Sean Tate,Rockets,19.116666666666667,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2023-12-20,127.0,134.0,0.0,0.0
Amen Thompson,Rockets,8.433333333333334,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,2023-12-20,127.0,134.0,0.5,0.0
Aaron Holiday,Rockets,26.03333333333333,8.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,0.375,2023-12-20,127.0,134.0,0.5,0.2
Jeff Green,Rockets,11.866666666666667,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.5,2023-12-20,127.0,134.0,0.5,0.6
Reggie Bullock Jr.,Rockets,,,,,,,,,,,2023-12-20,127.0,134.0,,
Jock Landale,Rockets,,,,,,,,,,,2023-12-20,127.0,134.0,,
Boban Marjanović,Rockets,,,,,,,,,,,2023-12-20,127.0,134.0,,
Nate Williams,Rockets,,,,,,,,,,,2023-12-20,127.0,134.0,,
Amir Coffey,Clippers,39.35,12.0,5.0,3.0,1.0,0.0,3.0,6.0,4.0,0.5,2023-12-20,120.0,111.0,0.7731958762886598,0.2788104089219331
Kawhi Leonard,Clippers,37.48333333333333,30.0,10.0,5.0,1.0,1.0,0.0,22.0,5.0,0.545,2023-12-20,120.0,111.0,0.6198347107438017,0.0
Ivica Zubac,Clippers,24.933333333333334,12.0,9.0,0.0,1.0,0.0,1.0,6.0,2.0,0.833,2023-12-20,120.0,111.0,0.872093023255814,0.1269035532994923
Terance Mann,Clippers,29.466666666666665,7.0,4.0,1.0,0.0,1.0,1.0,8.0,0.0,0.375,2023-12-20,120.0,111.0,0.4375,0.1111111111111111
James Harden,Clippers,38.71666666666667,17.0,5.0,11.0,0.0,2.0,4.0,12.0,8.0,0.333,2023-12-20,120.0,111.0,0.5476804123711341,0.2049180327868852
Russell Westbrook,Clippers,23.266666666666666,10.0,6.0,3.0,2.0,0.0,2.0,9.0,0.0,0.556,2023-12-20,120.0,111.0,0.5555555555555556,0.1818181818181818
Norman Powell,Clippers,31.116666666666667,21.0,3.0,2.0,1.0,0.0,1.0,10.0,4.0,0.7,2023-12-20,120.0,111.0,0.8928571428571429,0.0783699059561128
Daniel Theis,Clippers,15.666666666666666,11.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,2023-12-20,120.0,111.0,1.1270491803278688,0.0
Brandon Boston,Clippers,,,,,,,,,,,2023-12-20,120.0,111.0,,
Kobe Brown,Clippers,,,,,,,,,,,2023-12-20,120.0,111.0,,
Bones Hyland,Clippers,,,,,,,,,,,2023-12-20,120.0,111.0,,
P.J. Tucker,Clippers,,,,,,,,,,,2023-12-20,120.0,111.0,,
Derrick Jones Jr.,Mavericks,38.96666666666667,19.0,3.0,2.0,1.0,2.0,0.0,11.0,5.0,0.545,2023-12-20,111.0,120.0,0.7196969696969697,0.0
Grant Williams,Mavericks,31.4,9.0,9.0,4.0,0.0,1.0,0.0,7.0,0.0,0.571,2023-12-20,111.0,120.0,0.6428571428571429,0.0
Dwight Powell,Mavericks,17.533333333333335,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2023-12-20,111.0,120.0,0.797872340425532,0.0
Danté Exum,Mavericks,40.0,16.0,6.0,1.0,2.0,0.0,0.0,12.0,4.0,0.5,2023-12-20,111.0,120.0,0.5813953488372093,0.0
Luka Dončić,Mavericks,44.36666666666667,28.0,9.0,10.0,1.0,0.0,5.0,25.0,14.0,0.36,2023-12-20,111.0,120.0,0.4492939666238768,0.1382743362831858
Tim Hardaway Jr.,Mavericks,36.78333333333333,21.0,3.0,3.0,3.0,0.0,1.0,21.0,2.0,0.381,2023-12-20,111.0,120.0,0.479890310786106,0.0437062937062937
Olivier-Maxence Prosper,Mavericks,2.7333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-20,111.0,120.0,,
Markieff Morris,Mavericks,4.766666666666667,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-12-20,111.0,120.0,0.0,0.0
Jaden Hardy,Mavericks,22.916666666666668,15.0,2.0,1.0,1.0,0.0,0.0,13.0,0.0,0.385,2023-12-20,111.0,120.0,0.5769230769230769,0.0
A.J. Lawson,Mavericks,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-20,111.0,120.0,,
Seth Curry,Mavericks,,,,,,,,,,,2023-12-20,111.0,120.0,,
Richaun Holmes,Mavericks,,,,,,,,,,,2023-12-20,111.0,120.0,,
Sam Hauser,Celtics,34.86666666666667,10.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.667,2023-12-20,144.0,119.0,0.8333333333333334,0.0
Jaylen Brown,Celtics,29.216666666666665,28.0,5.0,6.0,0.0,0.0,0.0,21.0,7.0,0.524,2023-12-20,144.0,119.0,0.5813953488372093,0.0
Kristaps Porziņģis,Celtics,29.216666666666665,24.0,9.0,2.0,0.0,6.0,3.0,11.0,8.0,0.636,2023-12-20,144.0,119.0,0.8264462809917356,0.1712328767123287
Derrick White,Celtics,29.316666666666663,28.0,2.0,7.0,1.0,3.0,1.0,13.0,3.0,0.769,2023-12-20,144.0,119.0,0.9776536312849162,0.0652741514360313
Jrue Holiday,Celtics,33.88333333333333,21.0,8.0,10.0,2.0,1.0,3.0,13.0,3.0,0.538,2023-12-20,144.0,119.0,0.7332402234636871,0.1732101616628175
Oshae Brissett,Celtics,16.683333333333334,3.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-12-20,144.0,119.0,1.5,0.0
Payton Pritchard,Celtics,29.48333333333333,20.0,4.0,4.0,1.0,0.0,1.0,12.0,3.0,0.5,2023-12-20,144.0,119.0,0.7507507507507507,0.0698324022346368
Neemias Queta,Celtics,18.78333333333333,6.0,8.0,0.0,1.0,0.0,1.0,8.0,0.0,0.375,2023-12-20,144.0,119.0,0.375,0.1111111111111111
Svi Mykhailiuk,Celtics,16.216666666666665,2.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,0.167,2023-12-20,144.0,119.0,0.1666666666666666,0.0
Lamar Stevens,Celtics,2.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-12-20,144.0,119.0,1.0,0.0
Dalano Banton,Celtics,,,,,,,,,,,2023-12-20,144.0,119.0,,
Harrison Barnes,Kings,30.05,10.0,4.0,3.0,0.0,0.0,0.0,5.0,4.0,0.6,2023-12-20,119.0,144.0,0.7396449704142012,0.0
Keegan Murray,Kings,26.266666666666666,13.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,0.455,2023-12-20,119.0,144.0,0.5909090909090909,0.0833333333333333
Domantas Sabonis,Kings,26.366666666666667,13.0,10.0,8.0,0.0,1.0,1.0,14.0,4.0,0.429,2023-12-20,119.0,144.0,0.4124365482233502,0.0596658711217183
Kevin Huerter,Kings,16.183333333333334,7.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.6,2023-12-20,119.0,144.0,0.6433823529411764,0.0
De'Aaron Fox,Kings,26.466666666666665,29.0,3.0,3.0,3.0,0.0,3.0,16.0,6.0,0.563,2023-12-20,119.0,144.0,0.7778969957081545,0.1386321626617375
Malik Monk,Kings,25.05,10.0,2.0,5.0,0.0,0.0,1.0,10.0,4.0,0.3,2023-12-20,119.0,144.0,0.4251700680272109,0.0783699059561128
Keon Ellis,Kings,19.4,12.0,2.0,4.0,1.0,2.0,0.0,7.0,0.0,0.571,2023-12-20,119.0,144.0,0.8571428571428571,0.0
Trey Lyles,Kings,26.616666666666667,11.0,5.0,3.0,0.0,1.0,0.0,7.0,0.0,0.571,2023-12-20,119.0,144.0,0.7857142857142857,0.0
Sasha Vezenkov,Kings,13.166666666666666,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.25,2023-12-20,119.0,144.0,0.375,0.0
JaVale McGee,Kings,11.85,4.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,0.667,2023-12-20,119.0,144.0,0.5154639175257733,0.2049180327868852
Kessler Edwards,Kings,6.183333333333334,7.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,2023-12-20,119.0,144.0,0.7,0.0
Chris Duarte,Kings,4.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2023-12-20,119.0,144.0,0.0,0.0
Davion Mitchell,Kings,4.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2023-12-20,119.0,144.0,0.0,0.0
Juan Toscano-Anderson,Kings,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-12-20,119.0,144.0,0.0,0.0
Simone Fontecchio,Jazz,29.08333333333333,16.0,2.0,0.0,1.0,0.0,0.0,12.0,0.0,0.5,2023-12-21,119.0,111.0,0.6666666666666666,0.0
Kelly Olynyk,Jazz,34.61666666666667,27.0,3.0,6.0,4.0,0.0,4.0,16.0,4.0,0.625,2023-12-21,119.0,111.0,0.7601351351351351,0.1838235294117647
John Collins,Jazz,31.616666666666667,13.0,9.0,1.0,2.0,1.0,3.0,12.0,5.0,0.333,2023-12-21,119.0,111.0,0.4577464788732394,0.1744186046511628
Collin Sexton,Jazz,32.05,19.0,4.0,8.0,4.0,0.0,3.0,18.0,6.0,0.333,2023-12-21,119.0,111.0,0.4602713178294573,0.1269035532994923
Kris Dunn,Jazz,33.083333333333336,13.0,5.0,10.0,2.0,1.0,1.0,11.0,4.0,0.455,2023-12-21,119.0,111.0,0.5094043887147336,0.0726744186046511
Walker Kessler,Jazz,20.28333333333333,4.0,10.0,1.0,0.0,4.0,1.0,3.0,1.0,0.667,2023-12-21,119.0,111.0,0.5813953488372093,0.2252252252252252
Ochai Agbaji,Jazz,33.03333333333333,18.0,2.0,0.0,2.0,0.0,0.0,12.0,2.0,0.583,2023-12-21,119.0,111.0,0.6987577639751552,0.0
Taylor Hendricks,Jazz,16.266666666666666,7.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.6,2023-12-21,119.0,111.0,0.7,0.0
Luka Samanic,Jazz,9.966666666666669,2.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2023-12-21,119.0,111.0,0.1700680272108843,0.0
Keyonte George,Jazz,,,,,,,,,,,2023-12-21,119.0,111.0,,
Johnny Juzang,Jazz,,,,,,,,,,,2023-12-21,119.0,111.0,,
Omer Yurtseven,Jazz,,,,,,,,,,,2023-12-21,119.0,111.0,,
Bojan Bogdanović,Pistons,34.583333333333336,8.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,0.25,2023-12-21,111.0,119.0,0.3333333333333333,0.0769230769230769
Isaiah Stewart,Pistons,32.38333333333333,7.0,10.0,4.0,0.0,1.0,0.0,4.0,1.0,0.75,2023-12-21,111.0,119.0,0.7882882882882882,0.0
Marvin Bagley III,Pistons,30.65,22.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.833,2023-12-21,111.0,119.0,0.8540372670807453,0.0
Jaden Ivey,Pistons,35.016666666666666,24.0,5.0,7.0,3.0,2.0,5.0,16.0,4.0,0.563,2023-12-21,111.0,119.0,0.6756756756756757,0.2196836555360281
Cade Cunningham,Pistons,39.43333333333333,28.0,6.0,10.0,2.0,1.0,6.0,22.0,7.0,0.455,2023-12-21,111.0,119.0,0.5582137161084529,0.193050193050193
Ausar Thompson,Pistons,18.65,7.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2023-12-21,111.0,119.0,0.9020618556701032,0.436046511627907
James Wiseman,Pistons,15.233333333333333,2.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.5,2023-12-21,111.0,119.0,0.5,0.5
Marcus Sasser,Pistons,12.883333333333333,8.0,3.0,0.0,0.0,0.0,2.0,8.0,0.0,0.375,2023-12-21,111.0,119.0,0.5,0.2
Isaiah Livers,Pistons,12.6,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2023-12-21,111.0,119.0,0.0,0.25
Alec Burks,Pistons,8.566666666666666,5.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.25,2023-12-21,111.0,119.0,0.4699248120300752,0.0
Joe Harris,Pistons,,,,,,,,,,,2023-12-21,111.0,119.0,,
Killian Hayes,Pistons,,,,,,,,,,,2023-12-21,111.0,119.0,,
Kevin Knox II,Pistons,,,,,,,,,,,2023-12-21,111.0,119.0,,
Brandon Ingram,Pelicans,28.366666666666667,17.0,7.0,6.0,0.0,0.0,3.0,12.0,4.0,0.5,2023-12-21,123.0,104.0,0.6177325581395349,0.1789976133651551
Trey Murphy III,Pelicans,28.25,28.0,4.0,3.0,1.0,1.0,1.0,16.0,2.0,0.625,2023-12-21,123.0,104.0,0.8293838862559242,0.0559284116331096
Jonas Valančiūnas,Pelicans,27.98333333333333,13.0,7.0,5.0,1.0,1.0,2.0,9.0,0.0,0.667,2023-12-21,123.0,104.0,0.7222222222222222,0.1818181818181818
Herbert Jones,Pelicans,29.5,7.0,1.0,4.0,0.0,1.0,0.0,7.0,1.0,0.429,2023-12-21,123.0,104.0,0.4704301075268817,0.0
CJ McCollum,Pelicans,33.53333333333333,18.0,6.0,4.0,4.0,1.0,2.0,15.0,2.0,0.467,2023-12-21,123.0,104.0,0.5667506297229219,0.1118568232662192
Jose Alvarado,Pelicans,17.766666666666666,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-12-21,123.0,104.0,1.0,0.0
Naji Marshall,Pelicans,22.35,14.0,6.0,3.0,1.0,0.0,1.0,11.0,7.0,0.364,2023-12-21,123.0,104.0,0.4971590909090909,0.0663129973474801
Jeremiah Robinson-Earl,Pelicans,20.016666666666666,11.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.833,2023-12-21,123.0,104.0,0.9166666666666666,0.0
Dyson Daniels,Pelicans,20.166666666666668,7.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.75,2023-12-21,123.0,104.0,0.875,0.0
Jordan Hawkins,Pelicans,12.066666666666666,6.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.4,2023-12-21,123.0,104.0,0.6,0.0
Zion Williamson,Pelicans,,,,,,,,,,,2023-12-21,123.0,104.0,,
Cody Zeller,Pelicans,,,,,,,,,,,2023-12-21,123.0,104.0,,
Isaac Okoro,Cavaliers,32.18333333333333,16.0,3.0,4.0,1.0,0.0,0.0,10.0,1.0,0.7,2023-12-21,104.0,123.0,0.7662835249042146,0.0
Dean Wade,Cavaliers,26.25,20.0,9.0,0.0,0.0,2.0,0.0,11.0,0.0,0.636,2023-12-21,104.0,123.0,0.9090909090909092,0.0
Jarrett Allen,Cavaliers,26.916666666666668,14.0,7.0,3.0,1.0,0.0,1.0,8.0,0.0,0.875,2023-12-21,104.0,123.0,0.875,0.1111111111111111
Max Strus,Cavaliers,33.333333333333336,13.0,3.0,5.0,0.0,0.0,3.0,16.0,5.0,0.25,2023-12-21,104.0,123.0,0.3571428571428571,0.1415094339622641
